b"20170803,BRIEF-India's Infosys to buy digital studio Brilliant Basics ,* Infosys to acquire digital innovation and customer experience studio  Brilliant Basics,topStory"
b'20170720,Indian shares end lower; Infosys biggest drag ,July 20 Indian shares fell on Thursday  dragged down by IT stocks such as Infosys Ltd  while investors await quarterly results from Wipro Ltd and Reliance Industries Ltd due later in the day.,topStory'
b"20170720,UPDATE 2-India's Wipro announces up to $1.7 bln share buyback as Q2 forecast disappoints ,BENGALURU/MUMBAI  July 20 Wipro Ltd  India's third-largest software services exporter  announced an up to 110 billion rupee ($1.71 billion) share buyback on Thursday  overshadowing a tepid revenue forecast that fell short of market expectations.,normal"
b"20170714,Infosys manages slight first-quarter profit increase  labor costs cloud outlook ,BENGALURU/MUMBAI Infosys Ltd  India's No. 2 software services exporter  eked out a slight rise in first-quarter profit  although the outlook for more earnings gains remains cloudy due to higher labor costs and unfavorable currency rates.,topStory"
b'20170714,UPDATE 2-Infosys manages slight Q1 profit increase  labour costs cloud outlook ,* Keeps constant currency revenue growth guidance at 6.5-8.5 pct,normal'
b'20170714,BRIEF-Infosys exec: no slowdown in hiring in India  hiring in U.S. not going to impact India hiring ,* Exec says no slowdown in hiring in India  hiring in U.S. Not going to impact hiring in India Further company coverage: (Reporting By Arnab Paul and Laharee Chatterjee in BANGALORE),normal'
b"20170714,CORRECTED-UPDATE 1-India's Infosys reports Q1 profit growth on client wins ,* Q1 net profit 34.83 bln rupees vs 34.39 bln rupees analysts f'casts,normal"
b"20170714,CORRECTED-India's Infosys reports Q1 profit growth on client wins ,July 14 Infosys Ltd  India's second-biggest software services exporter  reported a 1.4 percent increase in first-quarter profit on Friday  slightly beating street estimates  helped by key client wins.,normal"
b"20170714,BRIEF-India's Infosys exec says will need to watch rupee as it continues to be uncertain ,July 14 Infosys CEO Vishal Sikka  CFO M.D. Ranganath and COO Pravin Rao at a TV conference. Infosys exec says:,normal"
b"20170714,BRIEF-India's Infosys maintains FY 18 revenue forecast at 6.5 pct-8.5 pct in constant currency ,* Says FY 18 revenue guidance retained at 6.5%-8.5% in constant currency; FY 18 operating margin guidance retained at 23%-25%,normal"
b'20170714,BRIEF-Infosys approves revised compensation structure of CFO M D Ranganath ,* Says approved revised compensation structure of CFO M D Ranganath,normal'
b"20170714,BRIEF-India's Infosys June-qtr consol profit up about 1.4 pct ,* Consensus forecast for June quarter consol profit was 34.39 billion rupees,normal"
b"20170706,BRIEF-India's Infosys to hire 2000 staff in North Carolina by 2021 - statement ,* India's Infosys to hire 2 000 US workers in North Carolina by 2021 - statement,topStory"
b'20170706,BRIEF-Infosys says financial results to be approved by board of directors on July 14 ,* Says financial results would be finally approved by board of directors on July 14  2017 Source text for Eikon: Further company coverage:,normal'
b"20170704,BRIEF-Infosys Finacle announces partnership with Singapore's Active.AI ,* Says Active AI joins Infosys Finacle's growing fintech ecosystem.,topStory"
b'20170630,BRIEF-Infosys announces divestment in Cloudyn Software Ltd ,* Signed on June 29  2017  agreement for divestment of entire investment in Cloudyn for total consideration of about $4.4 million,topStory'
b'20170624,India\'s Infosys says reassessing long-term goals due to tougher market ,Bengaluru Infosys Ltd  India\'s second-biggest software services exporter  is re-evaluating its long-term targets because tougher market conditions have made them appear "daunting"  the company\'s chairman said on Saturday.,topStory'
b'20170624,REFILE-India\'s Infosys says reassessing long-term goals due to tougher market ,Bengaluru  June 24 Infosys Ltd  India\'s second-biggest software services exporter  is re-evaluating its long-term targets because tougher market conditions have made them appear "daunting"  the company\'s chairman said on Saturday.,normal'
b"20170624,BRIEF-No job layoffs happening at India's Infosys - CEO Sikka ,* CEO Sikka says the 10 000 Infosys plans to hire in the United States will not come at the cost of Indian jobs,normal"
b"20170624,BRIEF-India's Infosys chairman says re-evaluating long-term goals ,* Chairman says there would be net additions in hiring in future  although at a slower pace,normal"
b"20170623,India's Infosys says internal investigation found no evidence of wrongdoing ,MUMBAI An internal investigation by India's Infosys  into alleged improprieties related to two acquisitions by the IT services company found no evidence of wrongdoing  it said on Friday.,topStory"
b"20170623,UPDATE 2-India's Infosys says internal investigation found no evidence of wrongdoing ,MUMBAI  June 23 An internal investigation by India's Infosys into alleged improprieties related to two acquisitions by the IT services company found no evidence of wrongdoing  it said on Friday.,normal"
b"20170623,India's Infosys says investigation finds no evidence of wrongdoing ,MUMBAI  June 23 India's Infosys said on Friday an investigation it  commissioned had found no evidence of wrongdoing in accusations  by an anonymous whistleblower  releasing the findings a day before it holds its annual shareholders meeting.,normal"
b'20170609,Indian shares fall; Infosys  UK election results weigh ,June 9 Indian shares fell on Friday  with Infosys dragging benchmark indexes lower following a report its founders were preparing to exit the IT bellwether  while the prospects of a hung parliament in the UK also hurt sentiment.,topStory'
b"20170609,India's Infosys denies promoters selling stake in company ,MUMBAI Infosys Ltd denied a media report on Friday that the founders of India's second-biggest software services exporter were looking to sell their entire 12.75 percent stake in the company.,normal"
b"20170609,UPDATE 1-India's Infosys denies promoters selling stake in company ,MUMBAI  June 9 Infosys Ltd denied a media report on Friday that the founders of India's second-biggest software services exporter were looking to sell their entire 12.75 percent stake in the company.,normal"
b"20170609,India's Infosys denies promoters selling stake in company ,MUMBAI  June 9 Infosys Ltd on Friday denied a media report that the founders of India's second-biggest software services exporter were looking to sell their entire 12.75 percent stake in the company.,normal"
b"20170609,India's Infosys shares fall on media report of stake sale by founders ,Shares in India's Infosys Ltd fell as much as 3.5 percent to their lowest in over a month on Friday after a newspaper reported the company's founders were planning to sell their stakes  citing people familiar with the development.,normal"
b'20170608,BRIEF-Bodhtree Consulting partners with Infosys for GST solutions ,* Says co partners with Infosys for GST solutions Source text for Eikon: Further company coverage:,topStory'
b'20170607,BRIEF-Infosys says news reports on pricing cuts seen by IT industry attributed to COO are incorrect ,* Infosys clarifies that news reports on pricing cuts seen by IT industry being attributed to Infosys COO are incorrect,topStory'
b'20170525,BRIEF-Infosys announces strategic alliance with HP Inc ,* Says infosys announces strategic alliance with HP Inc to accelerate digital transformation for enterprise Source text for Eikon: Further company coverage:,topStory'
b'20170525,Indian shares track Asian peers higher; Infosys leads ,May 25 Indian shares rose on Thursday tracking Asian markets that hit two-year highs after the U.S. Federal Reserve signalled a more cautious approach to future rate hikes  but sentiment was subdued ahead of the expiry of monthly derivative contracts.,normal'
b"20170525,India's Infosys touts plan to hire Americans in face of visa pressures ,SAN FRANCISCO Infosys Ltd  the India-based computer services giant  on Wednesday touted its new strategy to hire and train 10 000 American workers over the next two years at the company's annual leadership meeting in San Francisco.,normal"
b"20170525,India's Infosys touts plan to hire Americans in face of visa pressures ,SAN FRANCISCO  May 24 Infosys Ltd  the India-based computer services giant  on Wednesday touted its new strategy to hire and train 10 000 American workers over the next two years at the company's annual leadership meeting in San Francisco.,normal"
b'20170524,BRIEF-Infosys launches Boundaryless Data Lake offering on Amazon Web Services ,* Says launches Boundaryless Data Lake offering powered by its information grid solution on Amazon Web Services,topStory'
b'20170504,Infosys plays down cost concerns from U.S. hiring plan ,MUMBAI Infosys said its plans to hire thousands of workers in the United States would enable faster deployment of staff in areas such as big data and cloud  dismissing concerns about additional labor costs.,topStory'
b'20170502,Infosys plans to hire 10 000 U.S. workers after Trump targets outsourcing firms ,SAN FRANCISCO/MUMBAI India-based IT services firm Infosys Ltd plans to hire 10 000 U.S. workers in the next two years and open four technology centers in the United States  starting with a center this August in Indiana  the home state of U.S. Vice President Mike Pence. |\xc2\xa0Video ,topStory'
b'20170502,UPDATE 4-Infosys plans to hire 10 000 U.S. workers after Trump targets outsourcing firms ,* Analysts say chasing U.S. workers may push up costs (Adds CEO  executive comments  link to Breakingviews column),normal'
b'20170502,RPT-Infosys plans to hire 10 000 American workers  open 4 U.S. tech centers ,SAN FRANCISCO  May 1 India-based IT services firm Infosys Ltd said late on Monday that it plans to hire 10 000 American workers in the next two years and open four technology centers in the United States  starting with a center this August in Indiana  the home state of Vice President Mike Pence.,normal'
b'20170502,Infosys plans to hire 10 000 American workers  open 4 U.S. tech centers ,SAN FRANCISCO  May 1 India-based IT services firm Infosys Ltd said late on Monday that it plans to hire 10 000 American workers in the next two years and open four technology centers in the United States  starting with a center this August in Indiana  the home state of Vice President Mike Pence.,normal'
b"20170424,Infosys in process of adding two new members to board - report ,April 24 Infosys Ltd  India's second biggest software services exporter  is in the process of expanding its board of directors by inducting two more members  CNBC TV18 reported on Monday.,topStory"
b"20170419,BRIEF-India's Infosys says continues to invest in local communities in which co operates ,* Says statement on U.S. president's latest executive order on H-1B visas,topStory"
b'20170413,UPDATE 3-Infosys to return $2 bln to shareholders  appoints co-chairman ,* CEO: $20 bln revenue target by 2020 "incredibly difficult thing" (Adds CEO comment on revenue target),topStory'
b'20170413,Indian shares hit by Infosys; BSE posts worst weekly loss of year ,April 13 Indian shares ended lower on Thursday  with the BSE index posting its biggest weekly loss of the year  after Infosys Ltd gave lower-than-expected annual revenue guidance and disappointed with the size of its planned share buyback.,normal'
b"20170413,BRIEF-Infosys' exec says incredibly difficult to achieve $20 bln revenue target by 2020 ,* Exec says  incredibly difficult to achieve $20 billion revenue target by 2020,normal"
